FPS
0.566251
10.6178
11.9522
12.3223
12.4402
12.2526
12.0706
12.1837
12.1156
11.7532
12.3457
12.0482
11.9166
11.811
12.3692
12.1495
12.1837
11.6054
12.0482
12.1723
12.1382
12.1382
12.1951
12.218
11.2782
11.811
12.1495
12.2526
11.988
12.1837
12.2066
12.0706
11.8343
11.6279
11.976
12.3928
11.9376
12.2526
12.093
12.0594
11.9166
11.4177
12.3106
11.988
12.037
12.1495
12.2642
12.3692
11.9926
11.7302
12.1382
12.4521
11.583
12.5
12.0594
12.2526
11.9816
12.037
12.299
11.8812
12.2526
12.1951
12.2295
11.8343
11.7302
12.1269
12.488
11.9926
12.381
12.2873
11.9048
12.093
12.0148
11.7532
12.0594
12.1723
12.2066
12.4283
12.1609
12.1837
11.8812
12.0706
12.1609
12.3574
12.3223
12.1495
12.2757
12.2411
11.9641
12.476
12.218
12.3692
11.8343
12.1723
12.1156
12.381
11.6732
12.2873
12.2411
12.1043
12.0482
11.5274
12.0594
11.7878
11.3529
12.218
12.1951
12.1723
12.3223
12.1609
12.5
12.2757
11.236
12.1043
12.1951
12.1837
12.2757
12.3457
12.1837
12.3223
11.7994
12.1269
12.2526
12.0148
12.334
12.5362
11.8694
12.1043
11.9284
12.1382
11.988
11.988
12.4164
11.9641
12.0482
11.7187
11.7994
12.218
12.1837
12.2526
12.334
12.2295
12.1495
12.0594
11.9522
12.2757
12.1609
12.3457
11.9166
11.893
12.1043
12.1269
12.2873
12.2642
12.1951
12.2757
11.988
11.8694
12.4283
12.1043
11.846
12.037
12.2873
12.476
12.1043
12.3106
11.9641
11.9266
11.988
12.334
12.2066
12.1723
12.2757
12.3106
12.381
11.9284
11.7763
12.3457
12.0259
12.4164
12.4283
12.512
12.1609
11.6392
12.037
12.299
12.1609
12.1382
11.7878
12.1269
12.1382
11.5385
12.2873
11.9166
12.334
12.0594
12.0818
12.1156
12.2757
11.5607
11.846
11.9403
11.9284
12.2873
12.1837
12.0818
12.0148
11.811
11.7647
12.0482
11.9485
12.1609
11.9641
12.381
12.1723
12.0594
11.976
12.2066
12.4164
11.9166
12.2295
12.1723
12.4521
11.6392
11.9166
12.1837
12.476
12.2066
12.1043
12.2873
12.1609
11.6392
12.0482
12.1269
11.9522
12.381
11.7532
12.2642
11.9705
12.0706
11.9641
12.2757
11.7417
11.8812
12.2757
12.037
12.3106
11.976
12.0818
11.8577
12.2757
12.1382
12.1723
11.7187
12.2411
11.4177
12.299
12.2642
12.1043
12.0706
12.1837
12.1156
12.037
11.8939
11.9641
12.1951
11.9926
11.9522
12.3457
12.0706
11.8577
11.7763
11.8577
11.9403
12.3574
12.2066
12.037
12.0594
11.9166
11.5053
11.7878
12.1043
12.1837
12.093
11.7417
12.0482
